자치구,대여소명,기준년월,대여건수,반납건수
마포구,181. 망원초록길 입구,202209," 1,955 "," 1,967 "
마포구,182. 망원2빗물펌프장 앞,202209," 1,766 "," 1,757 "
마포구,183. 하늘채코오롱아파트 건너편,202209," 3,030 "," 2,805 "
마포구,184. 7번가피자 서교망원점,202209," 3,980 "," 4,124 "
마포구,185. 마포 신수공원 앞,202209," 1,274 "," 1,157 "
마포구,186. 월드컵공원,202209," 4,549 "," 4,482 "
마포구,199. 서울 월드컵 경기장,202209," 1,572 ", 951 
마포구,3002.벽산상암스마트큐브 ,202209," 4,561 "," 4,585 "
마포구,3003.래미안신공덕3차아파트,202209, 85 , 58 
마포구,3005.마포구청 청사내,202209, 383 , 387 
마포구,3006. 상암월드컵파크5단지(상암중학교),202209, 600 , 583 
마포구,3007.MBC 앞,202209," 1,001 "," 1,012 "
마포구,3008.DMC역7번출구,202209, 877 , 733 
마포구,3009.서교동사거리(신),202209," 2,431 "," 2,668 "
마포구,3010.홍대입구역 3번출구,202209," 5,276 "," 5,282 "
마포구,3011.경의선(노고산동),202209," 2,020 "," 2,028 "
마포구,400. 상암한화오벨리스크 1차 앞,202209," 1,682 "," 1,690 "
마포구,401. 상암월드컵파크 10단지 앞,202209," 1,265 "," 1,273 "
마포구,402. 상암월드컵파크 9단지 앞,202209," 1,001 "," 1,002 "
마포구,403. 부엉이공원 앞,202209," 1,339 ", 730 
마포구,405. DMC빌 앞,202209," 1,094 "," 1,151 "
마포구,406. 상암월드컵파크 7단지 앞,202209," 1,063 ", 996 
마포구,407. 마포구 육아종합지원센터,202209," 1,094 "," 1,094 "
마포구,408. LG CNS앞,202209," 1,111 "," 1,108 "
마포구,409. 누리꿈스퀘어 옆,202209," 2,991 "," 3,063 "
마포구,410. 상암중학교 옆,202209, 414 , 384 
마포구,411. DMC홍보관,202209," 1,960 "," 2,101 "
마포구,412. DMC산학협력연구센터 앞,202209," 1,919 "," 1,917 "
마포구,413. 상암월드컵파크 3단지 후문,202209," 1,034 ", 995 
마포구,414. 상암동주민센터 옆,202209," 2,688 "," 2,692 "
마포구,415. DMC역 9번출구 앞,202209," 3,521 "," 3,432 "
마포구,416. 상암월드컵파크 1단지 교차로,202209, 984 , 694 
마포구,417. DMC역 2번출구 옆,202209," 2,357 "," 2,087 "
마포구,418. 월드컵경기장역 3번출구 옆,202209," 3,798 "," 3,765 "
마포구,419. 홈플러스 앞,202209," 3,580 "," 3,446 "
마포구,420. 서울시 공공자전거 상암센터,202209," 2,225 "," 1,695 "
마포구,4202. 프런트원(공덕역4번출구 앞),202209," 1,181 "," 1,237 "
마포구,4206. 광흥창역5번출구,202209, 890 , 898 
마포구,4207. 아만티호텔 앞,202209, 755 , 765 
마포구,4208. 스타벅스(동교동) 앞,202209," 1,203 "," 1,312 "
마포구,421. 마포구청 앞,202209," 2,914 "," 2,914 "
마포구,4210. 가좌행복주택 앞,202209," 1,455 "," 1,447 "
마포구,4211. 시석빌딩 앞,202209," 1,238 "," 1,242 "
마포구,4212. 한화오벨리스크 앞,202209," 1,156 "," 1,032 "
마포구,4213. 마포구중앙도서관 정문 앞,202209," 2,821 "," 2,636 "
마포구,4214. JTBC 앞,202209," 1,260 "," 1,267 "
마포구,4216. 망원정 앞,202209," 1,150 "," 1,153 "
마포구,4217. 한강공원 망원나들목,202209," 19,768 "," 20,852 "
마포구,4218. 디지털매직스페이스,202209," 2,753 "," 2,811 "
마포구,422. 문화비축기지,202209, 506 , 509 
마포구,4220. 신촌 청년주택,202209," 2,498 "," 2,511 "
마포구,4221. 솔리스타오피스텔(공덕동주민센터),202209, 636 , 223 
마포구,4222. 서울디자인고등학교 앞,202209," 2,163 "," 2,271 "
마포구,4224. 서부운전면허시험장,202209," 1,224 "," 1,232 "
마포구,4226. 마포프레스티지자이 1,202209," 1,254 "," 1,250 "
마포구,4233. 코오롱아파트사거리,202209," 4,330 "," 4,317 "
마포구,4234. 에스테반,202209, 517 , 368 
마포구,4238. 상암한샘빌딩앞,202209," 1,434 "," 1,431 "
마포구,4239. 성산2동 주민센터 ,202209, 233 , 217 
마포구,424. 롯데하이마트 (상암월드컵점) ,202209, 686 , 606 
마포구,4240. 아현문화건강센터,202209, 36 , 22 
마포구,4244. 당인리발전소 공원 앞,202209," 1,335 "," 1,342 "
마포구,4246. 상수역새마을금고,202209, 801 , 802 
마포구,4247. 서울서부지방법원등기국앞,202209, 521 , 529 
마포구,4248. 신촌 교보빌딩,202209, 659 , 610 
마포구,425. DMC첨단산업센터,202209, 756 , 755 
마포구,4251. 공덕역 경의선숲길 커뮤니티센터,202209, 857 , 845 
마포구,426. 서울신용보증재단,202209," 2,138 "," 2,142 "
마포구,427. 성산시영아파트,202209," 1,526 "," 1,588 "
마포구,432. 마포중앙도서관,202209, 372 , 111 
마포구,436. 이대역 5번출구,202209, 748 , 365 
마포구,437. 대흥역 1번출구,202209," 1,569 "," 1,583 "
마포구,438. 성산2-1 공영주차장,202209," 2,209 "," 2,101 "
마포구,439. 마포어린이공원,202209," 3,273 "," 3,533 "
마포구,440. 하늘공원 입구,202209," 1,710 "," 1,654 "
마포구,487.신석초교앞 교차로 교통섬,202209," 2,839 "," 2,981 "
마포구,488.푸르메병원,202209," 2,120 "," 2,175 "
마포구,489.구룡근린공원,202209, 644 , 397 
마포구,490.가온문화공원,202209," 1,972 "," 2,076 "
마포구,491.월드컵파크 4단지,202209, 626 , 574 
마포구,492.성산시영아파트 후문,202209," 2,154 "," 2,262 "
마포구,493.홍대입구역 6번출구,202209," 2,507 "," 2,503 "
마포구,494.신수동주민센터,202209, 486 , 492 
마포구,495.염리초등학교 앞,202209," 1,563 "," 1,695 "
마포구,497.합정동주민센터 앞,202209," 3,282 "," 2,891 "
마포구,498.연남동주민센터 앞,202209," 3,671 "," 3,766 "
마포구,5503. 마포아트센터 앞,202209, 810 , 815 
서대문구,115. 마스타 빌딩 앞,202209," 1,006 ", 879 
서대문구,116. 일진아이윌아파트 옆,202209," 2,170 "," 2,187 "
서대문구,117. 홍은사거리,202209," 4,650 "," 4,679 "
서대문구,123. 문화촌 공원,202209," 2,678 "," 2,723 "
서대문구,128. 신촌역(2호선) 1번출구 옆,202209," 1,982 "," 1,988 "
서대문구,131. 증산2교,202209," 3,197 "," 3,661 "
서대문구,133. 해담는다리,202209," 3,065 "," 3,460 "
서대문구,134. 연세로 명물길,202209," 1,431 "," 1,426 "
서대문구,135. 명물길 원형무대 앞,202209, 999 , 996 
서대문구,137. 신촌기차역입구 교차로,202209, 583 , 390 
서대문구,138. 신촌동 제1공영주차장 앞,202209," 1,256 "," 1,262 "
서대문구,139. 연세대 정문 건너편,202209, 519 , 379 
서대문구,140. 이화여대 후문,202209," 1,113 "," 1,063 "
서대문구,141. 연대 대운동장 옆,202209, 736 , 675 
서대문구,159. 이대역 4번 출구,202209, 430 , 331 
서대문구,160. 북아현동 가구거리,202209, 686 , 585 
서대문구,161. 무악재역1번 출구,202209, 491 , 476 
서대문구,162. 봉원고가차도 밑,202209," 1,006 ", 405 
서대문구,163. 명지전문대학교 정문 앞,202209, 710 , 695 
서대문구,164. 북가좌1동 주민센터 ,202209, 533 , 481 
서대문구,165. 중앙근린공원,202209," 1,772 "," 1,433 "
서대문구,166. 가재울 초등학교,202209," 2,304 "," 2,316 "
서대문구,167. 연가초등학교 옆,202209, 583 , 152 
서대문구,169. 북가좌 삼거리,202209, 593 , 518 
서대문구,170. DMC파크뷰자이아파트 302동 앞,202209," 1,702 "," 1,680 "
서대문구,171. 임광빌딩 앞,202209, 421 , 423 
서대문구,173. 서대문역 8번출구 앞,202209, 524 , 521 
서대문구,175. 홍연2교옆,202209," 2,126 "," 2,130 "
서대문구,176. 명지대학교 도서관,202209," 3,329 "," 3,512 "
서대문구,177. 북가좌 초등학교,202209," 1,116 "," 1,118 "
서대문구,178. 증산3교 앞,202209," 2,114 "," 2,153 "
서대문구,179. 가좌역 4번출구 앞,202209," 2,091 "," 2,106 "
서대문구,180. 충정로역 7번출구 아래,202209, 931 , 615 
서대문구,188. 홍은동 정원여중 입구,202209," 1,285 "," 1,274 "
서대문구,191. 서우빌딩,202209," 1,561 "," 1,648 "
서대문구,192. 연서어린이공원,202209, 817 , 826 
서대문구,194. 증산교 앞,202209," 2,746 "," 2,789 "
서대문구,195. 모래내고가차도 ,202209, 934 , 924 
서대문구,196. 연희교차로 인근,202209, 556 , 435 
서대문구,198. 충정2교,202209, 841 , 585 
서대문구,3100. 북성초교,202209, 321 , 308 
서대문구,3101. 서대문구청,202209, 854 , 828 
서대문구,3102. 연희삼거리,202209," 1,468 "," 1,464 "
서대문구,3103. 홍제삼거리 북측,202209," 1,547 "," 1,562 "
서대문구,3104. e편한세상 신촌4단지 앞,202209, 875 , 872 
서대문구,3105. 홍은센트레빌 아파트 앞,202209, 467 , 157 
서대문구,3107. 연희초등학교 앞,202209, 639 , 634 
서대문구,3109.북한산더샾 106동 앞,202209, 446 , 435 
서대문구,3110.홍은 현대아이파크 아파트 202동 앞,202209," 1,060 "," 1,047 "
서대문구,3111.무악재역 4번 출구,202209, 302 , 224 
서대문구,3113.독립문역사거리,202209, 937 , 927 
서대문구,3114.충정로역 3번 출구,202209, 350 , 302 
서대문구,3115.북아현 치안센터 인근,202209, 975 , 895 
서대문구,3116.신촌역 4번출구,202209, 984 , 980 
서대문구,3117.이화여대 인문관 인근,202209, 420 , 412 
서대문구,3119.연희 브라운스톤 아파트 앞,202209," 2,286 "," 2,284 "
서대문구,3120.DMC엘가아파트 앞,202209," 1,635 "," 1,619 "
서대문구,3121.가좌삼거리,202209," 1,423 "," 1,404 "
서대문구,3122.북가좌삼거리2,202209, 905 , 887 
서대문구,3123.DMC파크뷰자이1단지 110동 앞,202209," 1,329 "," 1,284 "
서대문구,3125.연희파크푸르지오아파트 앞,202209," 1,803 "," 1,795 "
서대문구,3126.남가좌동 제2공영주차장,202209, 449 , 412 
서대문구,3127.홍은2파출소 옆,202209, 833 , 859 
서대문구,3128.동신병원 맞은편,202209," 1,562 "," 1,589 "
서대문구,3129.DMC래미안e편한세상203동옆,202209, 736 , 716 
서대문구,3130.가재울사거리,202209, 889 , 556 
서대문구,3131.연가교 교차로,202209," 1,485 "," 1,470 "
서대문구,3132.홍제교,202209," 1,057 "," 1,078 "
서대문구,3134.SK리쳄블(상수도사업본부),202209, 563 , 555 
서대문구,4253. 홍은도담도서관,202209, 917 , 883 
서대문구,4255. 래미안 루센티아 아파트 108동 앞,202209," 1,583 "," 1,317 "
서대문구,4262. 서대문자연사박물관 입구,202209, 353 , 339 
서대문구,4264. 홍남교 버스정류장,202209, 965 , 972 
서대문구,4265. 안산초등학교 앞,202209, 139 , 83 
서대문구,4266.국민연금공단충정로사옥,202209, 378 , 263 
서대문구,4267. 서대문역 2번 출구,202209," 1,841 "," 1,844 "
서대문구,4269. 연희IC 남측,202209, 836 , 838 
서대문구,4270. 우국한마음 아파트 맞은편,202209, 236 , 239 
서대문구,4271. 충정로역 1번 출구,202209, 308 , 235 
서대문구,4272. 홍남교 사거리,202209," 1,369 "," 1,403 "
서대문구,4273. 홍연2교 사거리,202209, 589 , 590 
서대문구,4274. 신촌 파랑고래 입구,202209, 61 , 51 
서초구,2201. 본마을 정류소 앞,202209, 85 , 71 
서초구,2202.청계산입구역 1번출구,202209," 1,748 "," 1,662 "
서초구,2203. 청계산입구역 2번출구,202209, 405 , 282 
서초구,2205. 내곡3단지 어린이공원 앞,202209, 854 , 803 
서초구,2206. 언남초등학교 앞,202209," 1,305 "," 1,280 "
서초구,2207. 내곡파출소 뒤 정자,202209, 222 , 142 
서초구,2210. 반포1동 주민센터 앞,202209, 418 , 329 
서초구,2211. 서초구립반포도서관 앞,202209," 2,188 "," 2,176 "
서초구,2212.서초현대4차아파트 201동 맞은편,202209, 986 , 971 
서초구,2213. 고속터미널역 5번출구 앞,202209," 1,103 ", 817 
서초구,2214. 신반포역 2번출구 앞,202209," 1,172 "," 1,280 "
서초구,2215. 반포종합운동장 입구,202209," 1,195 "," 1,272 "
서초구,2217.아크로리버뷰 부지 앞,202209," 3,223 "," 3,628 "
서초구,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",202209," 6,502 "," 6,538 "
서초구,2220. 반포본동 주민센터 앞,202209," 2,057 "," 2,381 "
서초구,2221. 방일초교 마을버스 정류장,202209," 1,841 "," 1,968 "
서초구,2222.사당역 12번출구 뒤,202209," 2,950 "," 3,272 "
서초구,2223. 방배래미안 정문 앞,202209, 446 , 542 
서초구,2225.백석예술대학교 제3캠퍼스 앞,202209, 263 , 164 
서초구,2226. 신동아럭스빌아파트 앞,202209, 449 , 96 
서초구,2227.방배열린문화센터 앞,202209, 968 , 973 
서초구,2228.뒷벌공원 옆,202209," 1,420 "," 1,611 "
서초구,2229.로고스교회 맞은 편,202209, 898 , 981 
서초구,2230.이수역 4번 출구,202209," 2,581 "," 2,629 "
서초구,2231. 삼성타운(삼성생명) A동 맞은편,202209," 2,171 "," 2,198 "
서초구,2233. 서초신동아1차아파트 옆,202209," 1,020 ", 969 
서초구,2235.KT 서초지사 앞,202209, 524 , 343 
서초구,2237.서울남부터미널 대합실 입구,202209," 1,171 ", 749 
서초구,2239.교대역 6번출구,202209," 1,117 "," 1,098 "
서초구,2241.양재전화국 사거리,202209, 535 , 533 
서초구,2242.양재역 11번 출구 앞,202209," 1,029 "," 1,026 "
서초구,2243.서울가정법원,202209," 1,091 ", 753 
서초구,2244.교육개발원입구 교차로,202209," 1,902 "," 1,922 "
서초구,2245.양재초등학교 맞은편,202209," 1,208 "," 1,299 "
서초구,2246. 서울시 품질시험소 앞,202209, 804 , 831 
서초구,2247.섬들근린공원,202209," 1,676 "," 1,721 "
서초구,2248. 서초리슈빌S 글로벌 앞,202209, 260 , 238 
서초구,2249. 우솔초등학교 맞은편,202209, 429 , 426 
서초구,2250. 서초유치원 맞은편,202209, 875 , 859 
서초구,2251. 더케이호텔 입구(양재2) ,202209," 1,376 "," 1,373 "
서초구,2252. 잔디마을 마을버스 정류장,202209," 2,464 "," 2,539 "
서초구,2255.시민의숲역 1번출구 옆,202209," 3,259 "," 3,262 "
서초구,2256.양재동 꽃시장 입구,202209, 471 , 474 
서초구,2257. 청계산 입구 삼거리,202209, 159 , 156 
서초구,2258.구룡사 삼거리,202209, 567 , 276 
서초구,2259. 잠원역 3번-4번 출구사이 ,202209," 1,353 "," 1,372 "
서초구,2262. 한신16차아파트 119동 앞,202209," 6,290 "," 7,470 "
서초구,2263. 바우뫼문화복지회관,202209, 996 , 965 
서초구,2264. 이수역 1번출구,202209," 3,439 "," 3,710 "
서초구,2265. 이수고가차도 남단,202209," 2,277 "," 2,511 "
서초구,2266. 서초역 3번출구,202209," 1,388 "," 1,335 "
서초구,2268. 서초4동주민센터 ,202209, 999 , 950 
서초구,2269. 주홍교 하부,202209, 303 , 211 
서초구,2270. 서초포레스타 7단지,202209, 447 , 431 
서초구,2271. 내방역 8번출구 앞,202209," 1,239 "," 1,264 "
서초구,2272. 교대입구 교차로,202209, 710 , 691 
서초구,2273. 일동제약 사거리,202209," 1,340 "," 1,388 "
서초구,2274. 양재시민의숲역 3번출구,202209," 1,713 "," 1,716 "
서초구,2275. 염곡치안센터 건너편,202209, 246 , 254 
서초구,2276. 영동1교 (양재천근린공원),202209," 1,430 "," 1,448 "
서초구,2277. 길마중4교 하부,202209," 1,713 "," 1,732 "
서초구,2279. 교대역 5번출구뒤,202209," 2,401 "," 2,401 "
서초구,2280. 서울서초고용센터앞,202209, 781 , 662 
서초구,2281. 연세사랑병원신관앞,202209, 547 , 555 
서초구,2283. 그룹한빌딩옆,202209, 388 , 135 
서초구,2284. CJ오쇼핑앞,202209, 288 , 143 
서초구,2285. LH서초3단지 301동 맞은편,202209, 429 , 399 
서초구,2286. 탑성마을입구,202209, 50 , 10 
서초구,2287. 능안마을입구,202209, 71 , 21 
서초구,2288. 안골마을입구,202209, 65 , 34 
서초구,2289. 남태령역 2번출구,202209, 191 , 59 
서초구,2293. SPC 앞,202209, 961 , 938 
서초구,2294. 두상빌딩 앞,202209," 1,740 "," 1,869 "
서초구,2297. 남부터미널역 1번출구,202209, 852 , 742 
서초구,2298. 래미안서초스위트앞,202209, 843 , 774 
서초구,2299. 한전아트센터 앞,202209," 1,114 "," 1,009 "
서초구,2501. 서초 포레스타5단지,202209, 725 , 693 
서초구,2502. 서초역1번출구 앞,202209, 890 , 765 
서초구,2503. 반포1동 서초빌딩 앞,202209," 1,182 "," 1,179 "
서초구,2504. 신사역 4번출구 뒤,202209," 1,439 "," 1,335 "
서초구,2505. 우성아파트사거리 (기업은행앞),202209," 2,197 "," 2,191 "
서초구,2506. LG유플러스 (방배사옥),202209, 118 , 67 
서초구,2508. 양재이스타빌 앞,202209," 1,807 "," 1,883 "
서초구,2509. 심산기념문화센터,202209," 1,071 "," 1,069 "
서초구,2510. JW타워,202209, 238 , 216 
서초구,2511. 이수역 6번출구 앞,202209," 1,695 "," 1,714 "
서초구,2514.사평역 2번출구,202209, 833 , 785 
서초구,2515.서초초등학교 후문,202209," 1,502 "," 1,489 "
서초구,2516.본마을 노인복지센터 앞,202209, 444 , 461 
서초구,2517.서초3교(효령로69길 방면),202209, 408 , 374 
서초구,2518.서초3교(효령로70길 방면),202209, 873 , 894 
서초구,2519.서초2교(사임당로 방면),202209, 369 , 383 
서초구,2520.서초1교 (진흥아파트 방면),202209, 708 , 651 
서초구,2521.서초 크로바타워 앞,202209, 840 , 764 
서초구,2523.뉴코아 킴스클럽 앞,202209," 1,451 "," 1,477 "
서초구,2524.반포쇼핑타운 8동 앞,202209," 1,431 "," 1,420 "
서초구,2525.반포쇼핑타운 2동 앞,202209," 5,937 "," 6,730 "
서초구,2526.반포경남쇼핑 앞,202209, 620 , 650 
서초구,2527.반포중학교 앞(세화여고 맞은편),202209, 736 , 886 
서초구,2528.함지박 사거리,202209," 1,359 "," 1,493 "
서초구,2529.우리은행 방배동지점 앞,202209," 1,290 "," 1,303 "
서초구,2530.삼호3차아파트 앞,202209," 1,961 "," 1,993 "
서초구,2531.멤피스아파트 앞,202209," 1,586 "," 1,628 "
서초구,2532.국립국악원 앞,202209, 452 , 71 
서초구,2533.한가람미술관 앞,202209, 385 , 294 
서초구,2535.신반포역 3번출구 뒤,202209, 621 , 641 
서초구,2536.서초종합체육관 입구,202209, 108 , 95 
서초구,2537.양재역 8번출구 앞,202209," 1,203 "," 1,153 "
서초구,2538.사평리 공원,202209," 1,856 "," 1,933 "
서초구,2539.대한무역투자진흥공사 KOTRA 앞,202209, 731 , 778 
서초구,2540.반포천 앞,202209," 1,611 "," 1,608 "
서초구,2541.옛골 입구,202209, 114 , 37 
서초구,2542.신논현타워 앞,202209," 1,155 "," 1,093 "
서초구,2545.국립중앙도서관(국제회의장옆),202209, 452 , 179 
서초구,2547. 반포래미안 리오센트,202209," 1,045 "," 1,070 "
서초구,2548.반포1동 자율방범초소 옆,202209, 700 , 517 
서초구,2549.LH 서초 4단지 403동,202209, 681 , 662 
서초구,2550.양재동 꽃시장 건너편,202209, 827 , 827 
서초구,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),202209," 1,170 "," 1,177 "
서초구,4304. 서울고앞,202209, 538 , 495 
서초구,4305. 서일스포츠센터,202209, 333 , 219 
서초구,4306. 서래공원 앞,202209," 1,142 "," 1,105 "
서초구,4307. 고투몰 gate 15옆,202209," 1,097 "," 1,085 "
서초구,4309. 서초케이타운앞,202209, 270 , 244 
서초구,4312. 반포미도2차아파트 옆,202209, 611 , 611 
서초구,4313. 반포종합운동장,202209, 823 , 837 
서초구,4314. 탑성마을 버스정거장 옆,202209, 39 , 3 
서초구,4315. 이투스교육 앞,202209, 431 , 356 
서초구,4316. 고속터미널역 3번출구,202209," 1,012 ", 643 
서초구,4317. 양재근린공원,202209," 1,705 "," 1,819 "
서초구,4318. 방배역 2번 출구,202209," 1,265 "," 1,311 "
서초구,4319. 삼성전자R&D어린이집 뒤,202209, 280 , 181 
서초구,4320. 신영체르니 아파트,202209, 761 , 798 
서초구,4322.서울추모공원 입구,202209, 48 , 16 
서초구,4323. 내곡도서관,202209, 290 , 285 
서초구,4324. 세화고등학교,202209, 149 , 154 
서초구,4327. 몽마르뜨공원입구,202209, 440 , 154 
서초구,4329. SC제일은행 양재동지점 앞,202209, 750 , 627 
서초구,4332. 이수교차로,202209," 2,107 "," 2,170 "
성동구,3511. 응봉역 1번출구,202209," 6,283 "," 6,559 "
성동구,3513. 상왕십리역 1번출구,202209," 2,775 "," 1,952 "
성동구,3514. 왕십리교회옆,202209," 3,871 "," 3,889 "
성동구,3515. 서울숲 관리사무소,202209," 4,544 "," 4,231 "
성동구,3525. 금호스포츠센터앞,202209," 1,183 "," 1,342 "
성동구,3527. 왕십리 자이아파트,202209, 53 , 51 
성동구,3530. 왕십리자이아파트 후문(삼거리),202209, 391 , 332 
성동구,3531. 논골사거리(금호도서관 입구),202209, 330 , 70 
성동구,3532. 왕십리KCC스위첸아파트,202209, 179 , 135 
성동구,3538. 서울숲 IT캐슬,202209, 24 , 24 
성동구,3544.한양대역 3번 출구,202209," 2,570 "," 2,727 "
성동구,3545.한양대역 1번출구,202209," 1,231 "," 1,233 "
성동구,3547.상왕십리역 6번 출입구,202209, 583 , 583 
성동구,3548.뚝섬역 6번출구,202209," 2,605 "," 2,550 "
성동구,3549.건영아파트 앞,202209," 2,221 "," 2,220 "
성동구,3550.금호나들목,202209," 2,048 "," 2,115 "
성동구,3551.성동도로사업소,202209, 471 , 545 
성동구,3552.서울숲 공영주차장앞,202209," 1,903 "," 1,880 "
성동구,3553.마장역3번출구,202209, 906 , 868 
성동구,3555.양지사거리(센트라스APT 115동앞),202209, 277 , 202 
성동구,3556.신금호파크자이APT앞,202209, 469 , 117 
성동구,3557.서울숲리버뷰자이APT105동 앞,202209, 685 , 683 
성동구,3558.마장동 금호어울림APT앞,202209, 710 , 684 
성동구,3559.성동구민종합체육센터 앞,202209," 5,204 "," 5,219 "
성동구,3560.성동구 견인차량 보관소 앞,202209," 2,471 "," 2,482 "
성동구,3561.행당동 삼부APT후문,202209, 419 , 319 
성동구,3600.사근빗물펌프장 건너편,202209," 5,320 "," 5,723 "
성동구,4353. 코오롱디지털타워 3차앞,202209," 2,926 "," 2,942 "
성동구,4360. 르노삼성자동차 성수사업소 앞,202209," 1,239 "," 1,239 "
성동구,4362. 행당중학교 후문,202209," 1,203 "," 1,197 "
성동구,4363. 신금호역 2번출구 앞,202209, 94 , 77 
성동구,4367. kt 행당빌딩 앞,202209," 1,342 "," 1,365 "
성동구,4370. 서울숲IT캐슬 앞,202209," 1,097 "," 1,085 "
성동구,4373. 서울숲 지식산업센터,202209," 2,288 "," 2,290 "
성동구,4377. 우영테크노센터 앞,202209," 2,512 "," 2,583 "
성동구,4381. 더스페이스타워 앞,202209," 2,559 "," 2,583 "
성동구,4382. 페코텍글로벌허브빌딩 앞,202209," 3,254 "," 3,243 "
성동구,4383. 푸조비즈타워 앞,202209," 2,381 "," 2,569 "
성동구,4385. 용답동 우체국 주변,202209," 1,059 "," 1,025 "
성동구,4386. 현대자동차 동부서비스센터 주변,202209," 1,027 "," 1,017 "
성동구,4387. 성수역 1번출구 주변,202209," 1,025 "," 1,028 "
성동구,4388. 하우스디세종타워 앞,202209, 499 , 497 
성동구,506. 금호 어울림 아파트 앞,202209," 1,316 "," 1,325 "
성동구,508. 성수아카데미타워 앞,202209," 2,356 "," 2,089 "
성동구,509. 이마트 버스정류소 옆,202209," 5,688 "," 5,731 "
성동구,510. 서울숲 남문 버스정류소 옆,202209," 2,379 "," 2,443 "
성동구,511. 서울숲역 5번 출구 옆,202209," 2,526 "," 2,523 "
성동구,512. 뚝섬역 1번 출구 옆,202209," 3,727 "," 3,724 "
성동구,513. 뚝섬역 5번 출구 정류소 옆,202209," 1,806 "," 1,784 "
성동구,514. 성수사거리 버스정류장 앞,202209," 3,010 "," 2,905 "
성동구,518. 청계천 박물관 앞,202209, 970 , 972 
성동구,519. 양지사거리,202209," 1,669 "," 1,471 "
성동구,520. 상왕십리역 4번 출구 앞,202209," 1,016 ", 983 
성동구,521. 왕십리역 11번 출구 앞,202209," 2,393 "," 2,388 "
성동구,522. 금호역 1번출구 앞,202209, 446 , 439 
성동구,523. 옥수동성당 옆,202209, 227 , 108 
성동구,524. 래미안금호하이리버 아파트 102동 옆,202209, 581 , 535 
성동구,525. 한양대병원사거리,202209," 2,462 "," 2,130 "
성동구,526. 용답토속공원 앞,202209, 824 , 830 
성동구,529. 장한평역 8번 출구 앞,202209," 2,784 "," 2,333 "
성동구,530. 청계벽산아파트 앞,202209," 1,949 "," 1,939 "
성동구,533. 금남시장 교차로,202209, 646 , 803 
성동구,534. 금호사거리,202209, 509 , 492 
성동구,535. 응봉삼거리,202209, 524 , 508 
성동구,536. 행당역 2번출구 앞,202209," 1,160 "," 1,204 "
성동구,537. 한양대후문역 부근,202209," 2,076 "," 2,069 "
성동구,538. 답십리역 8번출구 앞,202209," 1,289 "," 1,454 "
성동구,550. 서울시설공단 앞,202209," 1,971 "," 1,989 "
성동구,556. 달맞이공원,202209, 214 , 212 
성동구,557. 도선동 주민센터 앞,202209," 2,014 "," 2,017 "
성동구,558. 성동광진 교육지원청 앞,202209," 1,951 "," 1,943 "
성동구,559. 왕십리역 4번 출구 건너편,202209," 3,167 "," 3,163 "
성동구,560. 비전교회 앞,202209," 2,850 "," 2,837 "
성동구,561. 서울숲역 2번출구 앞,202209," 3,013 "," 3,008 "
성동구,562. 군자지하보도 앞,202209," 1,448 "," 1,439 "
성동구,563. 성동세무서 건너편,202209," 2,483 "," 2,665 "
성동구,564. 금호역 3번출구,202209, 179 , 119 
성동구,565. 옥수역 3번출구,202209," 7,257 "," 8,159 "
성동구,567. 성수역 2번출구 앞,202209," 5,699 "," 5,352 "
성동구,568. 청계8가사거리 부근,202209," 3,861 "," 3,940 "
성동구,569. 응봉현대아파트 정류소,202209, 422 , 415 
성동구,578. 성동세무서 부근,202209," 2,067 "," 2,087 "
성동구,579. 마장역 4번출구,202209," 1,585 "," 1,546 "
